tijdstip;temperatuur;PAR;zonlicht;RV;neerslag
1/08/2024 0:00;20.32;2.75;745;61.45;0
1/08/2024 0:02;20.27;2.72;744.43;61.58;0
1/08/2024 0:04;20.24;2.74;731.36;61.28;0
1/08/2024 0:06;20.23;2.76;728.73;61.48;0
1/08/2024 0:08;20.22;2.74;732.15;61.61;0
1/08/2024 0:10;20.21;2.74;728.96;61.7;0
1/08/2024 0:12;20.19;2.72;733.39;61.76;0
1/08/2024 0:14;20.19;2.74;731.51;61.69;0
1/08/2024 0:16;20.19;2.76;715.21;61.69;0
1/08/2024 0:18;20.18;2.77;718.42;61.68;0
1/08/2024 0:20;20.18;2.75;723.26;61.53;0
1/08/2024 0:22;20.18;2.74;716.1;61.17;0
1/08/2024 0:24;20.18;2.73;719.75;61.27;0
1/08/2024 0:26;20.17;2.68;723.86;61.13;0
1/08/2024 0:28;20.15;2.71;718.27;61.28;0
1/08/2024 0:30;20.12;2.71;714.29;61.47;0
1/08/2024 0:32;20.09;2.72;711.98;61.53;0
1/08/2024 0:34;20.08;2.69;713.69;61.38;0
1/08/2024 0:36;20.06;2.68;715.96;61.15;0
1/08/2024 0:38;20.06;2.69;709.53;61.26;0
1/08/2024 0:40;20.06;2.68;705.83;60.73;0
1/08/2024 0:42;20.06;2.69;706.49;60.61;0
1/08/2024 0:44;20.06;2.71;706.29;60.44;0
1/08/2024 0:46;20.04;2.67;723.34;59.62;0
1/08/2024 0:48;20.03;2.65;729.55;59.26;0
1/08/2024 0:50;20.03;2.71;750.82;59.08;0
1/08/2024 0:52;20.03;2.73;690.11;58.92;0
1/08/2024 0:54;20.02;2.73;688.11;58.98;0
1/08/2024 0:56;20.02;2.67;686.41;58.45;0
1/08/2024 0:58;20.03;2.69;682.32;58.37;0
1/08/2024 1:00;20.02;2.67;686.43;58.27;0
1/08/2024 1:02;20.01;2.66;681.03;58.38;0
1/08/2024 1:04;19.99;2.69;678.26;58.53;0
1/08/2024 1:06;19.96;2.65;685;58.43;0
1/08/2024 1:08;19.93;2.69;705.34;58.3;0
1/08/2024 1:10;19.91;2.7;690.43;58.45;0
1/08/2024 1:12;19.88;2.72;681.88;58.52;0
1/08/2024 1:14;19.86;2.76;690.61;58.83;0
1/08/2024 1:16;19.83;2.71;675;59.1;0
1/08/2024 1:18;19.79;2.68;678;59.48;0
1/08/2024 1:20;19.73;2.74;674.61;59.54;0
1/08/2024 1:22;19.69;2.72;682.39;59.67;0
1/08/2024 1:24;19.64;2.71;672.13;60.2;0
1/08/2024 1:26;19.6;2.76;684.45;60.39;0
1/08/2024 1:28;19.61;2.77;677.11;60.41;0
1/08/2024 1:30;19.6;2.72;677.79;60.53;0
1/08/2024 1:32;19.59;2.75;672.73;60.47;0
1/08/2024 1:34;19.57;2.77;664.54;60.67;0
1/08/2024 1:36;19.56;2.75;678.06;60.72;0
1/08/2024 1:38;19.54;2.77;666.75;60.57;0
1/08/2024 1:40;19.52;2.76;676.21;60.52;0
1/08/2024 1:42;19.5;2.72;666.76;60.64;0
1/08/2024 1:44;19.49;2.73;655.53;60.76;0
1/08/2024 1:46;19.47;2.74;658.9;60.71;0
1/08/2024 1:48;19.45;2.72;658.09;60.52;0
1/08/2024 1:50;19.42;2.75;660.18;60.42;0
1/08/2024 1:52;19.43;2.76;662.35;60.28;0
1/08/2024 1:54;19.45;2.75;649.29;60.22;0
1/08/2024 1:56;19.44;2.73;654.11;60.24;0
1/08/2024 1:58;19.42;2.74;651.26;60.35;0
1/08/2024 2:00;19.41;2.79;651.08;60.43;0
1/08/2024 2:02;19.38;2.77;640.03;60.67;0
1/08/2024 2:04;19.36;2.76;650.78;60.82;0
1/08/2024 2:06;19.34;2.73;620.98;60.99;0
1/08/2024 2:08;19.35;2.77;635.46;61.03;0
1/08/2024 2:10;19.35;2.77;646.24;61.08;0
1/08/2024 2:12;19.34;2.77;635.35;61.22;0
1/08/2024 2:14;19.32;2.78;624.55;61.38;0
1/08/2024 2:16;19.3;2.81;629;61.52;0
1/08/2024 2:18;19.28;2.81;625.57;61.66;0
1/08/2024 2:20;19.25;2.83;627.77;61.85;0
1/08/2024 2:22;19.22;2.79;622.75;62.16;0
1/08/2024 2:24;19.19;2.83;627.87;62.31;0
1/08/2024 2:26;19.15;2.83;619.21;62.56;0
1/08/2024 2:28;19.11;2.79;618.17;62.8;0
1/08/2024 2:30;19.08;2.79;623.44;62.94;0
1/08/2024 2:32;19.06;2.81;613.88;63.1;0
1/08/2024 2:34;19.06;2.82;619.39;63.14;0
1/08/2024 2:36;19.06;2.8;615.23;63.28;0
1/08/2024 2:38;19.03;2.78;604.17;63.38;0
1/08/2024 2:40;18.98;2.78;615.53;63.65;0
1/08/2024 2:42;18.94;2.81;612.35;63.85;0
1/08/2024 2:44;18.89;2.84;592.82;64.14;0
1/08/2024 2:46;18.85;2.86;618.09;64.54;0
1/08/2024 2:48;18.82;2.88;603.37;64.72;0
1/08/2024 2:50;18.8;2.81;602.6;64.85;0
1/08/2024 2:52;18.78;2.83;594.76;65;0
1/08/2024 2:54;18.74;2.79;589.52;65.17;0
1/08/2024 2:56;18.68;2.82;588.56;65.44;0
1/08/2024 2:58;18.63;2.85;595.41;65.71;0
1/08/2024 3:00;18.62;2.85;586.38;65.8;0
1/08/2024 3:02;18.62;2.82;580.14;65.81;0
1/08/2024 3:04;18.55;2.82;591.64;66.13;0
1/08/2024 3:06;18.46;2.86;576.95;66.52;0
1/08/2024 3:08;18.4;2.85;586.07;66.84;0
1/08/2024 3:10;18.37;2.82;587.4;66.97;0
1/08/2024 3:12;18.37;2.81;570.05;67.01;0
1/08/2024 3:14;18.32;2.81;564.76;67.31;0
1/08/2024 3:16;18.29;2.79;581.37;67.48;0
1/08/2024 3:18;18.28;2.81;570.88;67.54;0
1/08/2024 3:19;18.29;2.78;555.51;67.53;0
1/08/2024 3:21;18.28;2.8;553.45;67.58;0
1/08/2024 3:23;18.23;2.81;554.01;67.79;0
1/08/2024 3:25;18.18;2.8;558.03;68.07;0
1/08/2024 3:27;18.13;2.82;556.23;68.33;0
1/08/2024 3:29;18.07;2.84;555.61;68.54;0
1/08/2024 3:31;17.99;2.84;561.79;68.87;0
1/08/2024 3:33;17.89;2.85;564.56;69.24;0
1/08/2024 3:35;17.77;2.86;555.33;69.73;0
1/08/2024 3:37;17.67;2.9;554.86;70.14;0
1/08/2024 3:39;17.57;2.86;546.91;70.39;0
1/08/2024 3:41;17.42;2.85;539.9;71.05;0
1/08/2024 3:43;17.33;2.83;539.57;71.52;0
1/08/2024 3:45;17.26;2.87;540.08;71.76;0
1/08/2024 3:47;17.17;2.82;545.59;72.14;0
1/08/2024 3:49;17.09;2.86;524.46;72.59;0
1/08/2024 3:51;17.04;2.86;526.84;72.85;0
1/08/2024 3:53;16.99;2.85;525.11;72.97;0
1/08/2024 3:55;16.96;2.84;522.49;73.23;0
1/08/2024 3:57;16.96;2.87;520.63;73.36;0
1/08/2024 3:59;16.96;2.9;523.92;73.44;0
1/08/2024 4:01;16.91;2.9;504.92;73.63;0
1/08/2024 4:03;16.88;2.89;508.2;73.73;0
1/08/2024 4:05;16.84;2.88;498.74;73.95;0
1/08/2024 4:07;16.81;2.84;506.8;74.21;0
1/08/2024 4:09;16.79;2.89;504.93;74.36;0
1/08/2024 4:11;16.76;2.89;511.65;74.58;0
1/08/2024 4:13;16.75;2.92;492.25;74.71;0
1/08/2024 4:15;16.74;2.91;495.25;74.68;0
1/08/2024 4:17;16.7;2.91;487.89;74.82;0
1/08/2024 4:19;16.69;2.9;491.83;74.93;0
1/08/2024 4:21;16.69;2.93;477.83;74.8;0
1/08/2024 4:23;16.65;2.93;502.96;74.87;0
1/08/2024 4:25;16.6;2.93;480.65;75.24;0
1/08/2024 4:27;16.54;2.94;482.47;76.06;0
1/08/2024 4:29;16.48;2.9;481.99;76.57;0
1/08/2024 4:31;16.46;2.92;460;76.82;0
1/08/2024 4:33;16.51;2.95;469.5;76.71;0
1/08/2024 4:35;16.57;2.93;467.67;76.57;0
1/08/2024 4:37;16.57;2.93;459.94;76.58;0
1/08/2024 4:39;16.58;2.95;482.35;76.85;0
1/08/2024 4:41;16.53;2.92;473.55;76.68;0
1/08/2024 4:43;16.46;2.94;459.73;76.86;0
1/08/2024 4:45;16.37;2.91;455;77.09;0
1/08/2024 4:47;16.29;2.93;454.03;77.51;0
1/08/2024 4:49;16.19;2.95;455.57;78.03;0
1/08/2024 4:51;16.19;2.91;446.09;78.37;0
1/08/2024 4:53;16.22;2.96;455.27;78.1;0
1/08/2024 4:55;16.16;2.93;451.7;78.23;0
1/08/2024 4:57;16.03;2.94;445.01;78.92;0
1/08/2024 4:59;15.83;2.93;454.69;79.05;0
1/08/2024 5:01;15.69;2.93;444.98;80.19;0
1/08/2024 5:03;15.61;2.93;438.97;81.17;0
1/08/2024 5:05;15.6;2.96;450.19;81.26;0
1/08/2024 5:07;15.6;2.98;424.03;81.41;0
1/08/2024 5:09;15.69;2.96;440.27;81.17;0
1/08/2024 5:11;15.82;2.94;435.95;80.57;0
1/08/2024 5:13;15.86;2.98;438.21;79.82;0
1/08/2024 5:15;15.84;2.96;429.45;79.9;0
1/08/2024 5:17;15.85;2.99;417.78;79.97;0
1/08/2024 5:19;15.9;2.99;415.09;79.93;0
1/08/2024 5:21;15.91;3.01;430.94;79.95;0
1/08/2024 5:23;15.9;2.97;419.23;79.99;0
1/08/2024 5:25;15.89;3.03;416.94;79.92;0
1/08/2024 5:27;15.89;3.03;403.28;79.97;0
1/08/2024 5:29;15.89;3.09;417.34;79.96;0
1/08/2024 5:31;15.83;3.12;412.52;80.2;0
1/08/2024 5:33;15.86;3.15;410.46;80.07;0
1/08/2024 5:35;15.83;3.27;412.65;79.94;0
1/08/2024 5:37;15.74;3.41;411.33;80.45;0
1/08/2024 5:39;15.68;3.56;400.59;80.74;0
1/08/2024 5:41;15.62;3.79;400.99;81.04;0
1/08/2024 5:43;15.56;4.03;418.52;81.25;0
1/08/2024 5:45;15.49;4.38;412.8;81.64;0
1/08/2024 5:47;15.49;4.79;390.8;81.83;0
1/08/2024 5:49;15.5;5.37;408.8;81.84;0
1/08/2024 5:51;15.53;6.07;393.43;81.77;0
1/08/2024 5:53;15.54;7.06;393.29;81.66;0
1/08/2024 5:55;15.5;8.58;386.93;81.87;0
1/08/2024 5:57;15.48;10.29;385.57;81.96;0
1/08/2024 5:59;15.45;12.16;400.81;82.09;0
1/08/2024 6:01;15.45;14.09;380.31;82.12;0
1/08/2024 6:03;15.49;15.96;383.34;81.87;0
1/08/2024 6:05;15.51;17.79;381.08;81.85;0
1/08/2024 6:07;15.55;19.62;382.25;81.86;0
1/08/2024 6:09;15.56;21.46;369.37;81.6;0
1/08/2024 6:11;15.61;23.32;371.88;81.33;0
1/08/2024 6:13;15.66;25.25;376.92;81.07;0
1/08/2024 6:15;15.71;27.61;381.16;80.76;0
1/08/2024 6:17;15.73;30.55;392.95;80.56;0
1/08/2024 6:19;15.72;34.14;371.9;80.64;0
1/08/2024 6:21;15.73;38.27;390.06;80.71;0
1/08/2024 6:23;15.72;42.93;380.2;80.49;0
1/08/2024 6:25;15.72;47.96;389.79;80.53;0
1/08/2024 6:27;15.75;52.94;393.14;80.37;0
1/08/2024 6:29;15.73;57.59;394.05;80.01;0
1/08/2024 6:31;15.65;61.85;392.25;80.18;0
1/08/2024 6:33;15.63;66.1;390.46;80.44;0
1/08/2024 6:35;15.65;71.05;384.31;80.7;0
1/08/2024 6:37;15.73;76.62;380.28;80.68;0
1/08/2024 6:39;15.89;82.06;406.65;79.71;0
1/08/2024 6:41;16.06;87.46;403.83;78.75;0
1/08/2024 6:43;16.22;92.18;404.92;78.2;0
1/08/2024 6:45;16.34;95.4;402;77.68;0
1/08/2024 6:47;16.44;97.39;411.35;77.4;0
1/08/2024 6:49;16.53;94.68;419.8;77.13;0
1/08/2024 6:51;16.61;102.79;409.47;76.73;0
1/08/2024 6:53;16.66;93.74;429.48;76.31;0
1/08/2024 6:55;16.66;102.99;416.86;76.35;0
1/08/2024 6:57;16.66;107.66;437.75;76.21;0
1/08/2024 6:59;16.64;122.16;479.53;76.2;0
1/08/2024 7:01;16.62;148.13;445.95;76.47;0
1/08/2024 7:03;16.71;171.97;454.83;76.4;0
1/08/2024 7:05;16.84;188.37;467.44;75.99;0
1/08/2024 7:07;17.02;194.57;458.03;75.58;0
1/08/2024 7:09;17.16;197.95;463.75;75.28;0
1/08/2024 7:11;17.37;192.03;472.35;74.45;0
1/08/2024 7:13;17.66;186.27;478.32;73.04;0
1/08/2024 7:15;17.86;192.85;494.9;72.33;0
1/08/2024 7:17;18.01;224.55;498.24;71.87;0
1/08/2024 7:19;18.2;235.68;503.61;71.42;0
1/08/2024 7:21;18.39;237.41;508.33;70.55;0
1/08/2024 7:23;18.54;234.98;531.07;70.11;0
1/08/2024 7:25;18.66;235.13;528.49;70.04;0
1/08/2024 7:27;18.77;252.38;555.05;69.58;0
1/08/2024 7:29;18.89;220.21;560.02;68.76;0
1/08/2024 7:31;18.88;205.01;577.92;67.8;0
1/08/2024 7:33;18.55;269.15;589.76;68.51;0
1/08/2024 7:35;18.33;359.18;593.97;69.56;0
1/08/2024 7:37;18.48;385.7;613.29;69.18;0
1/08/2024 7:39;18.74;404.45;606.58;68.77;0
1/08/2024 7:41;18.86;420.85;616.96;68.57;0
1/08/2024 7:43;18.92;394.72;625.41;68.61;0
1/08/2024 7:45;19.02;389.89;626.89;68.43;0
1/08/2024 7:47;19.21;442.3;640.24;67.67;0
1/08/2024 7:49;19.38;447.06;648.59;66.84;0
1/08/2024 7:51;19.56;392.87;648.43;66.61;0
1/08/2024 7:53;19.78;373.52;666.06;66.07;0
1/08/2024 7:55;19.87;325.67;691.54;65.91;0
1/08/2024 7:57;19.6;323.82;704.64;67.26;0
1/08/2024 7:59;19.51;337.14;720.54;67.92;0
1/08/2024 8:01;19.52;345.17;732.75;68.07;0
1/08/2024 8:03;19.64;332.85;744.66;67.43;0
1/08/2024 8:05;19.77;334;741.62;67.02;0
1/08/2024 8:07;19.79;326.57;756.69;67.23;0
1/08/2024 8:09;19.82;338.57;755.15;66.91;0
1/08/2024 8:11;19.83;341.9;762.44;67;0
1/08/2024 8:13;19.94;323.28;771.35;66.96;0
1/08/2024 8:15;20.07;342.1;770.79;66.49;0
1/08/2024 8:17;20.22;333.43;779.98;65.84;0
1/08/2024 8:19;20.35;333.1;776.69;65.51;0
1/08/2024 8:21;20.37;344.65;789.56;65.27;0
1/08/2024 8:23;20.29;394.49;794.62;65.77;0
1/08/2024 8:25;20.24;453.61;801.61;65.38;0
1/08/2024 8:27;20.24;459.27;797.4;65.61;0
1/08/2024 8:29;20.25;454.25;813.99;65.53;0
1/08/2024 8:31;20.38;450.2;822.66;64.1;0
1/08/2024 8:33;20.49;528.34;817.47;63.1;0
1/08/2024 8:35;20.61;464.18;816.7;61.5;0
1/08/2024 8:37;20.68;502.22;829.79;60.3;0
1/08/2024 8:39;20.77;524.93;821.47;60.79;0
1/08/2024 8:41;20.95;587.43;820.2;61.29;0
1/08/2024 8:43;21.14;620.1;826.89;59.96;0
1/08/2024 8:45;21.29;647.3;817.63;58.69;0
1/08/2024 8:47;21.36;602.23;813.5;58.68;0
1/08/2024 8:49;21.38;525.98;822.28;58.08;0
1/08/2024 8:51;21.54;555.21;820.91;57.8;0
1/08/2024 8:53;21.65;445.32;830.46;56.88;0
1/08/2024 8:55;21.57;478.37;831.41;57.08;0
1/08/2024 8:57;21.5;449.37;849.84;56.82;0
1/08/2024 8:59;21.39;491.94;853.31;57.18;0
1/08/2024 9:01;21.37;553.26;870.06;57.06;0
1/08/2024 9:03;21.39;551.18;879.95;58.1;0
1/08/2024 9:05;21.42;564.53;892.81;62.8;0
1/08/2024 9:07;21.4;583.77;896;63.08;0
1/08/2024 9:09;21.37;638.48;892;62.79;0
1/08/2024 9:11;21.41;651.15;895.82;61.84;0
1/08/2024 9:13;21.49;580.84;901.82;61.28;0
1/08/2024 9:15;21.53;595.31;904.07;61.4;0
1/08/2024 9:17;21.68;708.52;901.47;60.09;0
1/08/2024 9:19;21.84;640.75;892.41;58.31;0
1/08/2024 9:21;21.8;583.22;896.05;57.89;0
1/08/2024 9:23;21.76;571.2;906.6;57.74;0
1/08/2024 9:25;21.66;764.49;920.15;57.03;0
1/08/2024 9:27;21.61;869.08;912.25;56.37;0
1/08/2024 9:29;21.78;763.05;912.7;56.51;0
1/08/2024 9:31;21.96;646.07;919.36;56.64;0
1/08/2024 9:33;22.03;813.13;923.36;56.07;0
1/08/2024 9:35;22.32;898.39;914.56;55.14;0
1/08/2024 9:37;22.49;834.29;913.82;53.1;0
1/08/2024 9:39;22.45;787.47;918.34;53.99;0
1/08/2024 9:41;22.44;924.08;927.2;53.81;0
1/08/2024 9:43;22.32;902.8;931.49;54.07;0
1/08/2024 9:45;22.31;820.25;939.06;53.16;0
1/08/2024 9:47;22.23;773.12;946.32;52.59;0
1/08/2024 9:49;22.2;739.88;958.31;53.07;0
1/08/2024 9:51;22.25;675.46;961.06;53.63;0
1/08/2024 9:53;22.28;514.31;965.27;53.17;0
1/08/2024 9:55;22.26;588.97;986.01;53.56;0
1/08/2024 9:57;22.23;752.8;989.21;53.17;0
1/08/2024 9:59;22.46;997.77;981.49;52.29;0
1/08/2024 10:01;22.89;1104.06;962;51.62;0
1/08/2024 10:03;23.28;1017.32;957.45;50.44;0
1/08/2024 10:05;23.25;1044.06;952.12;49.76;0
1/08/2024 10:07;23.2;952.25;965.18;49.75;0
1/08/2024 10:09;23.14;973.34;981.18;49.65;0
1/08/2024 10:11;23.26;1138.75;970.02;48.81;0
1/08/2024 10:13;23.23;1198.35;979.35;49.76;0
1/08/2024 10:15;23.1;1212.81;979.36;48;0
1/08/2024 10:17;23.01;1213.61;979.52;46.41;0
1/08/2024 10:19;23.2;1206.94;983.4;46.34;0
1/08/2024 10:21;23.45;1243.25;990.78;45.68;0
1/08/2024 10:23;23.34;1257.06;987.48;46.84;0
1/08/2024 10:25;23.67;1276.86;985.03;44.79;0
1/08/2024 10:27;23.88;1287.46;990.22;44.57;0
1/08/2024 10:29;23.94;1284.84;992.87;44.51;0
1/08/2024 10:31;23.87;1264.4;997.84;44.53;0
1/08/2024 10:33;24.09;1020.99;1010.63;42.11;0
1/08/2024 10:35;23.93;1244.53;1027.23;43.09;0
1/08/2024 10:37;23.83;1082.62;1031.98;44.42;0
1/08/2024 10:39;23.73;1237.83;1042.35;43.98;0
1/08/2024 10:41;23.65;1226.38;1040.93;43.99;0
1/08/2024 10:43;23.95;1147.27;1040.18;43.02;0
1/08/2024 10:45;24.35;1058.4;1034.88;42.2;0
1/08/2024 10:47;24.11;1155.21;1041.87;42.46;0
1/08/2024 10:49;23.93;1307.72;1045.73;42.72;0
1/08/2024 10:51;24.02;1281.29;1059.81;42;0
1/08/2024 10:53;24.19;1134.46;1040.62;41.86;0
1/08/2024 10:55;24.63;941.43;1038.05;41.07;0
1/08/2024 10:57;24.73;1371.53;1053.23;40.56;0
1/08/2024 10:59;24.46;1244.8;1053.32;41.01;0
1/08/2024 11:01;24.72;951.89;1056.89;40.37;0
1/08/2024 11:03;24.83;982.29;1091.11;41.63;0
1/08/2024 11:05;24.89;1276.53;1086.75;41.53;0
1/08/2024 11:07;25.1;1348.36;1078.67;41.29;0
1/08/2024 11:09;25.45;1235.51;1072.77;40.7;0
1/08/2024 11:11;25.14;1001.86;1085.03;40.67;0
1/08/2024 11:13;24.95;1244.34;1098.71;40;0
1/08/2024 11:15;24.57;1375;1097.58;41.11;0
1/08/2024 11:17;24.62;1310.99;1102.32;41.15;0
1/08/2024 11:19;24.69;1416.71;1097.57;41.32;0
1/08/2024 11:21;24.8;1265.25;1099.56;41.11;0
1/08/2024 11:23;24.91;1235.27;1098.78;40.81;0
1/08/2024 11:25;25.09;1380.07;1098.3;40.43;0
1/08/2024 11:27;25.16;1432.63;1103.85;40.13;0
1/08/2024 11:29;25.1;1342.42;1116.77;40.15;0
1/08/2024 11:31;25.02;1547.77;1120.4;40.01;0
1/08/2024 11:33;25.1;1443.13;1118.17;39.76;0
1/08/2024 11:35;25.32;1448.32;1125.08;38.95;0
1/08/2024 11:37;25.17;1456.95;1127.53;38.64;0
1/08/2024 11:39;25.46;1546.29;1118.99;37.83;0
1/08/2024 11:41;25.45;1597.95;1130.97;38.25;0
1/08/2024 11:43;25.36;1655.34;1136.35;38.54;0
1/08/2024 11:45;25.24;1639.08;1146.48;38.58;0
1/08/2024 11:47;25.15;1508.91;1151.87;38.1;0
1/08/2024 11:49;25.15;1471.17;1148.57;38.5;0
1/08/2024 11:51;25.37;1464.01;1142.24;38.17;0
1/08/2024 11:53;25.77;1411.89;1145.12;37.05;0
1/08/2024 11:55;25.93;1332.24;1141.29;37.07;0
1/08/2024 11:57;25.97;1437.5;1154.2;37.04;0
1/08/2024 11:59;25.59;1481.05;1163.85;37.9;0
1/08/2024 12:01;25.72;1484.37;1156.7;37.53;0
1/08/2024 12:03;25.41;1408.56;1168.43;38.01;0
1/08/2024 12:05;25.37;1530.91;1172.52;38.42;0
1/08/2024 12:07;25.81;1500;1167.62;37.61;0
1/08/2024 12:09;26.17;1518.01;1167.9;36.93;0
1/08/2024 12:11;26.3;1455.93;1171.24;36.44;0
1/08/2024 12:13;26.12;1373.73;1172.26;37.22;0
1/08/2024 12:15;26.55;1410.8;1170.4;36.51;0
1/08/2024 12:17;26.67;1339.08;1172.05;36.98;0
1/08/2024 12:19;26.34;1596.51;1185.46;37.82;0
1/08/2024 12:21;25.91;1735.56;1193.48;38.28;0
1/08/2024 12:23;25.95;1717.27;1190.41;38.38;0
1/08/2024 12:25;26.24;1653.88;1192.84;39.12;0
1/08/2024 12:27;25.72;1757.1;1198.72;40.27;0
1/08/2024 12:29;25.8;1714.48;1200.24;40.46;0
1/08/2024 12:31;26.07;1736.01;1194.53;39.25;0
1/08/2024 12:33;26.16;1667.2;1183.18;39.56;0
1/08/2024 12:35;26.56;1758.46;1179.51;38.55;0
1/08/2024 12:37;26.43;1797.49;1189.53;38.99;0
1/08/2024 12:39;26.36;1810.92;1191.22;38.87;0
1/08/2024 12:41;25.92;1764.03;1211.1;39.5;0
1/08/2024 12:43;25.66;1725.25;1206.32;40.13;0
1/08/2024 12:45;26.19;1306.36;1201.99;39.26;0
1/08/2024 12:47;26.88;1347.14;1201.15;38.2;0
1/08/2024 12:49;27.36;1451.63;1191.28;37.3;0
1/08/2024 12:51;26.95;1232.95;1205.36;37.79;0
1/08/2024 12:53;26.15;1657.33;1221.91;39.06;0
1/08/2024 12:55;26.18;1758.75;1214.31;39.31;0
1/08/2024 12:57;26.37;1820.06;1218.39;39.05;0
1/08/2024 12:59;26.42;1784.73;1220.49;39.16;0
1/08/2024 13:01;26.62;1799.02;1222.45;38.23;0
1/08/2024 13:03;26.53;1497.25;1213.38;38.57;0
1/08/2024 13:05;26.54;1538.21;1211.14;38.41;0
1/08/2024 13:07;26.86;1516;1200.22;37.63;0
1/08/2024 13:09;27.2;1761.87;1204.61;37;0
1/08/2024 13:11;26.9;1944.67;1196.37;37.5;0
1/08/2024 13:13;26.72;1856.68;1208.72;37.87;0
1/08/2024 13:15;26.9;1633.32;1203.24;37.89;0
1/08/2024 13:17;27.09;1830.71;1208.65;36.86;0
1/08/2024 13:19;27.51;1863.03;1209.37;36.29;0
1/08/2024 13:21;27.77;1808.45;1208.75;35.83;0
1/08/2024 13:23;27.29;1767.54;1219.67;36.75;0
1/08/2024 13:25;27.08;1757.47;1228.21;37.29;0
1/08/2024 13:27;27.02;1743.52;1228.72;37.51;0
1/08/2024 13:29;27.54;1774.67;1228.18;36.56;0
1/08/2024 13:31;27.36;1814.58;1237.28;37.09;0
1/08/2024 13:33;27.07;1785.38;1254.14;37.62;0
1/08/2024 13:35;26.71;1781.17;1273;38.35;0
1/08/2024 13:37;26.38;1810.93;1283.88;39.11;0
1/08/2024 13:39;26.37;1884.82;1270.05;39.18;0
1/08/2024 13:41;26.54;1862.84;1262.6;38.95;0
1/08/2024 13:43;26.84;1788.85;1262.33;38.29;0
1/08/2024 13:45;27.19;1856.77;1249.16;37.82;0
1/08/2024 13:47;27.53;1864.11;1245.43;36.87;0
1/08/2024 13:49;27.75;1779.8;1245.25;36.33;0
1/08/2024 13:51;27.96;1628.09;1248.32;36.11;0
1/08/2024 13:53;28.34;1531.6;1244.28;35.66;0
1/08/2024 13:55;29;1568.87;1239.81;34.4;0
1/08/2024 13:57;29.06;1683.12;1242.89;34.75;0
1/08/2024 13:59;28.95;1592.4;1238.88;34.86;0
1/08/2024 14:01;28.64;1411.45;1249.03;35.33;0
1/08/2024 14:03;28.37;1087.53;1255.38;36.03;0
1/08/2024 14:05;28.06;1043.33;1259.68;36.71;0
1/08/2024 14:07;27.89;933.41;1270.55;36.98;0
1/08/2024 14:09;27.7;846.11;1269.72;37.13;0
1/08/2024 14:11;27.47;1800.46;1276.25;37.63;0
1/08/2024 14:13;27.91;1967.17;1268.53;37.06;0
1/08/2024 14:15;28.4;1951.01;1258.74;35.81;0
1/08/2024 14:17;28.56;1918.41;1254.15;35.44;0
1/08/2024 14:19;28.62;1876.98;1260.1;35.18;0
1/08/2024 14:21;28.51;1912.41;1258.6;35.18;0
1/08/2024 14:23;28.42;1897.54;1258.09;35.42;0
1/08/2024 14:25;28.31;1789.55;1275.57;35.75;0
1/08/2024 14:27;28.37;1758.1;1270.76;35.62;0
1/08/2024 14:29;28.11;1843.65;1277.66;36.49;0
1/08/2024 14:31;28.01;1836.56;1291.14;36.34;0
1/08/2024 14:33;27.62;1967.12;1297.62;37.26;0
1/08/2024 14:35;28.02;1950.54;1295.49;36.74;0
1/08/2024 14:37;28.23;1870.66;1305.33;35.91;0
1/08/2024 14:39;27.94;1835.34;1298.01;36.66;0
1/08/2024 14:41;28.03;647.8;1300.02;36.32;0
1/08/2024 14:43;27.32;799.91;1323.66;37.64;0
1/08/2024 14:45;27.13;1076.11;1320.4;38.14;0
1/08/2024 14:47;27.37;1065.79;1312.78;37.93;0
1/08/2024 14:49;27.42;480.2;1326.29;37.98;0
1/08/2024 14:51;27.17;525.77;1321.69;38.43;0
1/08/2024 14:53;27.34;1096.69;1316.24;38.09;0
1/08/2024 14:55;27.71;983.66;1314.21;37.29;0
1/08/2024 14:57;27.86;633.84;1302.33;36.97;0
1/08/2024 14:59;27.78;1053.71;1291.77;37.25;0
1/08/2024 15:01;27.96;1636.86;1291.95;36.92;0
1/08/2024 15:03;28.09;1717.15;1271.2;36.5;0
1/08/2024 15:05;28.44;1703.94;1259.84;35.84;0
1/08/2024 15:07;28.99;1651.4;1255.54;34.64;0
1/08/2024 15:09;29.35;1582.36;1254.82;33.89;0
1/08/2024 15:11;29.47;1557.28;1242.87;33.77;0
1/08/2024 15:13;29.64;1627.97;1246.61;33.26;0
1/08/2024 15:15;29.79;1569.57;1252.95;33.17;0
1/08/2024 15:17;29.75;1416.51;1249.44;33.31;0
1/08/2024 15:19;29.09;1576.4;1253.04;33.96;0
1/08/2024 15:21;29.03;1493.17;1259.15;34.52;0
1/08/2024 15:23;28.7;1416.27;1260.34;35.08;0
1/08/2024 15:25;28.63;1254.79;1270.79;35.45;0
1/08/2024 15:27;28.83;1298.5;1259.64;35.18;0
1/08/2024 15:29;29.06;1221.91;1267.29;34.61;0
1/08/2024 15:31;29.02;1556.53;1266.77;34.73;0
1/08/2024 15:33;29.43;1316.58;1268.54;34.05;0
1/08/2024 15:35;29.73;576.87;1261.67;33.28;0
1/08/2024 15:37;29.59;483.16;1269.28;33.43;0
1/08/2024 15:39;29.22;478.3;1275.9;33.94;0
1/08/2024 15:41;28.71;531.63;1289.64;34.98;0
